company_id,type,rule_id,text,confidence_pct
HAVELLS,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
HAVELLS,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
HCLTECH,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
HCLTECH,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
HCLTECH,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
HCLTECH,pro,P6,Positive earnings per share indicate profitable operations.,75
HCLTECH,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
HCLTECH,pro,P10,A positive asset base provides capacity to support future business growth.,70
HCLTECH,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
HCLTECH,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
HDFCBANK,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
HDFCBANK,pro,P6,Positive earnings per share indicate profitable operations.,75
HDFCBANK,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
HDFCBANK,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
HDFCBANK,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
HDFCBANK,pro,P10,A positive asset base provides capacity to support future business growth.,70
HDFCBANK,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
HDFCBANK,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
HDFCBANK,con,C1,Debt-to-equity ratio of 6.81 is elevated and warrants monitoring.,90
HDFCBANK,con,C3,Interest coverage ratio below 1.5x indicates risk in meeting debt obligations.,90
HDFCBANK,con,C6,Low operating margin indicates weak profitability.,78
HDFCBANK,con,C8,Borrowings represent a high proportion of total assets and increase financial leverage risk.,82
HDFCBANK,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
HDFCLIFE,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HDFCLIFE,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
HDFCLIFE,pro,P6,Positive earnings per share indicate profitable operations.,75
HDFCLIFE,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
HDFCLIFE,pro,P10,A positive asset base provides capacity to support future business growth.,70
HDFCLIFE,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
HDFCLIFE,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
HDFCLIFE,con,C2,Negative free cash flow raises concern about cash generation quality.,85
HDFCLIFE,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
HDFCLIFE,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
HEROMOTOCO,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
HEROMOTOCO,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
HEROMOTOCO,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HEROMOTOCO,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
HEROMOTOCO,pro,P6,Positive earnings per share indicate profitable operations.,75
HEROMOTOCO,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
HEROMOTOCO,pro,P10,A positive asset base provides capacity to support future business growth.,70
HEROMOTOCO,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
HEROMOTOCO,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
HINDALCO,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
HINDALCO,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HINDALCO,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
HINDALCO,pro,P6,Positive earnings per share indicate profitable operations.,75
HINDALCO,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
HINDALCO,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
HINDALCO,pro,P10,A positive asset base provides capacity to support future business growth.,70
HINDALCO,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
HINDALCO,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
HINDALCO,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
HINDUNILVR,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
HINDUNILVR,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
HINDUNILVR,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
HINDUNILVR,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
HINDUNILVR,pro,P6,Positive earnings per share indicate profitable operations.,75
HINDUNILVR,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
HINDUNILVR,pro,P10,A positive asset base provides capacity to support future business growth.,70
HINDUNILVR,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
HINDUNILVR,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
ICICIBANK,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
ICICIBANK,pro,P6,Positive earnings per share indicate profitable operations.,75
ICICIBANK,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
ICICIBANK,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
ICICIBANK,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
ICICIBANK,pro,P10,A positive asset base provides capacity to support future business growth.,70
ICICIBANK,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
ICICIBANK,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
ICICIBANK,con,C1,Debt-to-equity ratio of 6.45 is elevated and warrants monitoring.,90
ICICIBANK,con,C3,Interest coverage ratio below 1.5x indicates risk in meeting debt obligations.,90
ICICIBANK,con,C6,Low operating margin indicates weak profitability.,78
ICICIBANK,con,C8,Borrowings represent a high proportion of total assets and increase financial leverage risk.,82
ICICIBANK,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
ICICIGI,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
ICICIGI,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95
ICICIGI,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
ICICIGI,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
ICICIGI,pro,P6,Positive earnings per share indicate profitable operations.,75
ICICIGI,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
ICICIGI,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
ICICIGI,pro,P10,A positive asset base provides capacity to support future business growth.,70
ICICIGI,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
ICICIGI,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
ICICIPRULI,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
ICICIPRULI,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95
ICICIPRULI,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
ICICIPRULI,pro,P6,Positive earnings per share indicate profitable operations.,75
ICICIPRULI,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
ICICIPRULI,pro,P10,A positive asset base provides capacity to support future business growth.,70
ICICIPRULI,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
ICICIPRULI,con,C5,Return on equity below 10% suggests weak capital efficiency.,80
ICICIPRULI,con,C6,Low operating margin indicates weak profitability.,78
ICICIPRULI,con,C9,Negative operating cash flow indicates pressure on cash generation from core operations.,88
ICICIPRULI,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
INDIGO,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
INDIGO,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
INDIGO,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
INDIGO,pro,P6,Positive earnings per share indicate profitable operations.,75
INDIGO,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
INDIGO,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
INDIGO,pro,P10,A positive asset base provides capacity to support future business growth.,70
INDIGO,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
INDIGO,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
INDUSINDBK,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
INDUSINDBK,pro,P6,Positive earnings per share indicate profitable operations.,75
INDUSINDBK,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
INDUSINDBK,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
INDUSINDBK,pro,P10,A positive asset base provides capacity to support future business growth.,70
INDUSINDBK,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
INDUSINDBK,con,C1,Debt-to-equity ratio of 6.89 is elevated and warrants monitoring.,90
INDUSINDBK,con,C2,Negative free cash flow raises concern about cash generation quality.,85
INDUSINDBK,con,C8,Borrowings represent a high proportion of total assets and increase financial leverage risk.,82
INDUSINDBK,con,C9,Negative operating cash flow indicates pressure on cash generation from core operations.,88
INDUSINDBK,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
INDUSINDBK,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
INFY,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
INFY,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
INFY,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
INFY,pro,P6,Positive earnings per share indicate profitable operations.,75
INFY,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
INFY,pro,P10,A positive asset base provides capacity to support future business growth.,70
INFY,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
IOC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
IOC,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
IOC,pro,P6,Positive earnings per share indicate profitable operations.,75
IOC,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
IOC,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
IOC,pro,P10,A positive asset base provides capacity to support future business growth.,70
IOC,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
IOC,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
IRCTC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
IRCTC,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
IRCTC,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
IRCTC,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
IRCTC,pro,P6,Positive earnings per share indicate profitable operations.,75
IRCTC,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
IRCTC,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
IRCTC,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
IRCTC,pro,P10,A positive asset base provides capacity to support future business growth.,70
IRCTC,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
IRCTC,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
IRFC,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
IRFC,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
IRFC,pro,P6,Positive earnings per share indicate profitable operations.,75
IRFC,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
IRFC,pro,P10,A positive asset base provides capacity to support future business growth.,70
IRFC,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
IRFC,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
IRFC,con,C1,Debt-to-equity ratio of 7.83 is elevated and warrants monitoring.,90
IRFC,con,C3,Interest coverage ratio below 1.5x indicates risk in meeting debt obligations.,90
IRFC,con,C8,Borrowings represent a high proportion of total assets and increase financial leverage risk.,82
IRFC,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
IRFC,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
ITC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
ITC,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
ITC,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
ITC,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
ITC,pro,P6,Positive earnings per share indicate profitable operations.,75
ITC,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
ITC,pro,P10,A positive asset base provides capacity to support future business growth.,70
ITC,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
ITC,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
JINDALSTEL,pro,P6,Positive earnings per share indicate profitable operations.,75
JINDALSTEL,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
JINDALSTEL,pro,P10,A positive asset base provides capacity to support future business growth.,70
JINDALSTEL,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
JINDALSTEL,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
JINDALSTEL,con,C2,Negative free cash flow raises concern about cash generation quality.,85
JINDALSTEL,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
JIOFIN,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
JIOFIN,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95
JIOFIN,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
JIOFIN,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
JIOFIN,pro,P6,Positive earnings per share indicate profitable operations.,75
JIOFIN,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
JIOFIN,pro,P10,A positive asset base provides capacity to support future business growth.,70
JIOFIN,con,C5,Return on equity below 10% suggests weak capital efficiency.,80
JIOFIN,con,C9,Negative operating cash flow indicates pressure on cash generation from core operations.,88
JIOFIN,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
JSWENERGY,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
JSWENERGY,pro,P6,Positive earnings per share indicate profitable operations.,75
JSWENERGY,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
JSWENERGY,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
JSWENERGY,pro,P10,A positive asset base provides capacity to support future business growth.,70
JSWENERGY,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
JSWENERGY,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
JSWENERGY,con,C2,Negative free cash flow raises concern about cash generation quality.,85
JSWENERGY,con,C5,Return on equity below 10% suggests weak capital efficiency.,80
JSWENERGY,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
JSWENERGY,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
JSWSTEEL,pro,P6,Positive earnings per share indicate profitable operations.,75
JSWSTEEL,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
JSWSTEEL,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
JSWSTEEL,pro,P10,A positive asset base provides capacity to support future business growth.,70
JSWSTEEL,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
JSWSTEEL,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
JSWSTEEL,con,C2,Negative free cash flow raises concern about cash generation quality.,85
JSWSTEEL,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
KOTAKBANK,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
KOTAKBANK,pro,P6,Positive earnings per share indicate profitable operations.,75
KOTAKBANK,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
KOTAKBANK,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
KOTAKBANK,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
KOTAKBANK,pro,P10,A positive asset base provides capacity to support future business growth.,70
KOTAKBANK,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
KOTAKBANK,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
KOTAKBANK,con,C1,Debt-to-equity ratio of 4.00 is elevated and warrants monitoring.,90
KOTAKBANK,con,C3,Interest coverage ratio below 1.5x indicates risk in meeting debt obligations.,90
KOTAKBANK,con,C6,Low operating margin indicates weak profitability.,78
KOTAKBANK,con,C8,Borrowings represent a high proportion of total assets and increase financial leverage risk.,82
KOTAKBANK,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
LICI,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
LICI,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
LICI,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
LICI,pro,P6,Positive earnings per share indicate profitable operations.,75
LICI,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
LICI,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
LICI,pro,P10,A positive asset base provides capacity to support future business growth.,70
LICI,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
LICI,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
LICI,con,C6,Low operating margin indicates weak profitability.,78
LICI,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
LODHA,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
LODHA,pro,P6,Positive earnings per share indicate profitable operations.,75
LODHA,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
LODHA,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
LODHA,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
LODHA,pro,P10,A positive asset base provides capacity to support future business growth.,70
LODHA,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
LODHA,con,C2,Negative free cash flow raises concern about cash generation quality.,85
LT,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
LT,pro,P6,Positive earnings per share indicate profitable operations.,75
LT,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
LT,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
LT,pro,P10,A positive asset base provides capacity to support future business growth.,70
LT,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
LT,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
LT,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
LTIM,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
LTIM,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
LTIM,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
LTIM,pro,P6,Positive earnings per share indicate profitable operations.,75
LTIM,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
LTIM,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
LTIM,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
LTIM,pro,P10,A positive asset base provides capacity to support future business growth.,70
LTIM,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
LTIM,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
LTIM,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
M&M,pro,P6,Positive earnings per share indicate profitable operations.,75
M&M,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
M&M,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
M&M,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
M&M,pro,P10,A positive asset base provides capacity to support future business growth.,70
M&M,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
M&M,con,C2,Negative free cash flow raises concern about cash generation quality.,85
M&M,con,C9,Negative operating cash flow indicates pressure on cash generation from core operations.,88
MARUTI,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
MARUTI,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
MARUTI,pro,P6,Positive earnings per share indicate profitable operations.,75
MARUTI,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
MARUTI,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
MARUTI,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
MARUTI,pro,P10,A positive asset base provides capacity to support future business growth.,70
MARUTI,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
MARUTI,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
MOTHERSON,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
MOTHERSON,pro,P6,Positive earnings per share indicate profitable operations.,75
MOTHERSON,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
MOTHERSON,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
MOTHERSON,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
MOTHERSON,pro,P10,A positive asset base provides capacity to support future business growth.,70
MOTHERSON,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
MOTHERSON,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
MOTHERSON,con,C6,Low operating margin indicates weak profitability.,78
NAUKRI,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
NAUKRI,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
NAUKRI,pro,P6,Positive earnings per share indicate profitable operations.,75
NAUKRI,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
NAUKRI,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
NAUKRI,pro,P10,A positive asset base provides capacity to support future business growth.,70
NAUKRI,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
NAUKRI,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
NAUKRI,con,C2,Negative free cash flow raises concern about cash generation quality.,85
NAUKRI,con,C5,Return on equity below 10% suggests weak capital efficiency.,80
NAUKRI,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
NAUKRI,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
NESTLEIND,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
NESTLEIND,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
NESTLEIND,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
NESTLEIND,pro,P6,Positive earnings per share indicate profitable operations.,75
NESTLEIND,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
NESTLEIND,pro,P10,A positive asset base provides capacity to support future business growth.,70
NESTLEIND,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
NESTLEIND,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
NESTLEIND,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
NHPC,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
NHPC,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
NHPC,pro,P6,Positive earnings per share indicate profitable operations.,75
NHPC,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
NHPC,pro,P10,A positive asset base provides capacity to support future business growth.,70
NHPC,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
NHPC,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
NHPC,con,C5,Return on equity below 10% suggests weak capital efficiency.,80
NHPC,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
NTPC,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
NTPC,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
NTPC,pro,P6,Positive earnings per share indicate profitable operations.,75
NTPC,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
NTPC,pro,P10,A positive asset base provides capacity to support future business growth.,70
NTPC,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
NTPC,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
ONGC,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
ONGC,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
ONGC,pro,P6,Positive earnings per share indicate profitable operations.,75
ONGC,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
ONGC,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
ONGC,pro,P10,A positive asset base provides capacity to support future business growth.,70
ONGC,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
ONGC,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
ONGC,con,C12,Negative net cash flow indicates that total cash outflows exceeded inflows during the latest period.,75
PFC,pro,P4,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
PFC,pro,P6,Positive earnings per share indicate profitable operations.,75
PFC,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
PFC,pro,P10,A positive asset base provides capacity to support future business growth.,70
PFC,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
PFC,con,C1,Debt-to-equity ratio of 8.27 is elevated and warrants monitoring.,90
PFC,con,C2,Negative free cash flow raises concern about cash generation quality.,85
PFC,con,C3,Interest coverage ratio below 1.5x indicates risk in meeting debt obligations.,90
PFC,con,C8,Borrowings represent a high proportion of total assets and increase financial leverage risk.,82
PFC,con,C9,Negative operating cash flow indicates pressure on cash generation from core operations.,88
PFC,con,C11,Return on capital employed below 10% suggests the business is generating limited returns on invested capital.,85
PIDILITIND,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
PIDILITIND,pro,P2,Positive free cash flow indicates healthy business fundamentals.,80
PIDILITIND,pro,P5,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,88
PIDILITIND,pro,P6,Positive earnings per share indicate profitable operations.,75
PIDILITIND,pro,P7,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
PIDILITIND,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
PIDILITIND,pro,P10,A positive asset base provides capacity to support future business growth.,70
PIDILITIND,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
PIDILITIND,pro,P12,Positive operating cash flow demonstrates the ability of the business to generate cash from operations.,85
PNB,pro,P6,Positive earnings per share indicate profitable operations.,75
PNB,pro,P8,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
PNB,pro,P9,Positive earnings and net profit indicate a profitable operating base.,78
PNB,pro,P10,A positive asset base provides capacity to support future business growth.,70
PNB,pro,P11,A sustainable dividend payout reflects shareholder distribution supported by earnings.,70
PNB,con,C1,Debt-to-equity ratio of 3.68 is elevated and warrants monitoring.,90
PNB,con,C2,Negative free cash flow raises concern about cash generation quality.,85
PNB,con,C5,Return on equity below 10% suggests weak capital efficiency.,80
PNB,con,C8,Borrowings represent a high proportion of total assets and increase financial leverage risk.,82
PNB,con,C9,Negative operating cash flow indicates pressure on cash generation from core operations.,88
